Board or signal detail,Manufacturer(s),ID,Version,Addr,Status,Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[https://github.com/beagleboard/capes/blob/master/designs/Power Power Cape],GHI Electronics,BBORG_POWER,00A2,N/A,prototype,GND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCC,+5,SYS.VOUT,PWR.BTN,SYS.RESET#,,,,,,,,,,SCL,SDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[https://github.com/beagleboard/capes/blob/master/designs/Proto Proto Cape],GHI Electronics,BBORG_PROTO,00A2,54,prototype,GND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCC,,,,,,,,,,,,,,SCL,SDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[https://github.com/beagleboard/capes/blob/master/designs/Relay Relay Cape],GHI Electronics,BBORG_RELAY,00A2,54,prototype,GND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCC,,+5,,,,,,,,,,,,SCL,SDA,,,RELAY4,,RELAY3,,RELAY2,,,RELAY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[https://github.com/beagleboard/capes/blob/master/designs/Robotics Robotics Cape],Element14,BBORG_ROBOTICS,,,[http://beagleboard.org/RoboticsCape/ production],GND,,,,,RED,GREEN,PAUSE,MODE,QEP_2B,QEP_2A,PWM_2B,LED_4,QEP_4B,QEP_4A,LED_1,LED_2,PWM_2A,,,,,,,LED_3,SVO1,SVO2,SVO3,SVO4,,,QEP_1B,MDIR_2B,QEP_1A,SERVO_EN,UART5_TX,UART5_RX,SVO5,SVO6,SVO7,SVO8,MDIR_3B,MDIR_3A,MDIR_4A,MDIR_4B,3.3V,5.0V,SYS_5V,PWR,RESET,UART4_RX,MDIR_1A,MDIR_1B,PWM_1A,MDIR_2A,-MDIR_2A,PWM_1B,I2C1_SCL,I2C1_SDA,I2C2_SCL,I2C2_SDA,UART2_TX,UART2_RX,SPI1_SS2,UART1_TX,IMU_INT,UART1_RX,QEP_0B,SPI1_SS1,SPI1_MISO,SPI1_MOSI,SPI1_SCK,VDD_ADC,,GND,V_DIV_BAT,V_DIV_DC,AIN2,AIN3,AIN0,AIN1,-MOT_STBY,MOT_STBY,-QEP_0A,QEP_0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servo Cape,GHI Electronics,BBORG_SERVO,,55,development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCZ/BSP ball,,,,,,,R9,T9,R8,T8,R7,T7,T6,U6,R12,T12,T10,T11,U13,V13,U12,V12,U10,V9,U9,V8,U8,V7,U7,V6,U5,V5,R5,R6,V4,T5,V3,V3,V2,U3,U1,U2,T3,T4,T1,T2,R3,R4,R1,R2,,,,,A10,T17,U18,U17,U14,R13,T13,T14,A16,B16,D17,D18,B17,A17,V14,D15,A14,D16,C13,C12,B13,D12,A13,A9,C8,B9,A8,B8,B7,A7,B6,C7,D13,D14,C18,B12,V15,U15,T15,V16,E15,E16,R14,C9,,,,,V17,P17,A15,U16,E17,R18,R17,T18,F15,T16,E18,M18,M17,H16,H17,L18,M16,L15,L16,L17,J17,J15,K18,K17,K16,K15,J18,J16,H18,C11,B11,A11,A12,B10,C14,B14,C16,C17,B15,B5,,,,B18,,,,,,,,,F16,,,,,C15,G17,G18,G16,G15,F18,F17
BSM ball,,,,,,,P4,R4,R1,T3,M1,N1,N3,N2,R6,P6,P5,R5,P7,T6,T5,T7,T4,P1,P2,T1,T2,R2,R3,P3,F3,F1,F2,E1,L1,M3,L2,K1,L3,K2,J1,K3,J3,J2,H2,H1,G1,H3,G3,G2,,,,T11,R11,P15,N14,R16,P12,T12,R7,T13,A14,B14,A10,B10,B13,A13,R12,B11,C4,A11,B3,B1,A2,B2,A1,B9,C7,B7,C9,C8,B6,C6,A8,B8,C3,B4,C5,A3,P13,T14,R14,P14,A12,B12,R13,D7,M2,P9 / R9 / T9,P9 / R9 / T9,N6,T16,L14,A4,T15,C13,L16,L15,M15,M14,R15,C12,,,,F14,,,,,,,,,,,,,,,D2,C1,C2,D1,D3,E2,E3,C10,C11,P11,N5,,,,D4,,,,,,,,,,,P16,N16,N15,C14,B15,B16,A16,A15,C16,C15
Control register,,,,,,,818,81C,808,80C,890,894,89C,898,834,830,824,828,83C,838,82C,88C,820,884,880,814,810,804,800,87C,8e0,8e8,8e4,8EC,8D8,8DC,8D4,8CC,8D0,8C8,8C0,8C4,8B8,8BC,8B0,8B4,8A8,8AC,8A0,8A4,,,,,9B8,870,878,874,848,840,888,84C,95C,958,97C,978,954,950,844,984,9AC,980,9A4,99C,994,998,990,,,,,,,,,,9A8,9B4,964,9A0,854,858,85C,860,970,974,850,,,,,,86C,A2C,9B0,864,96C,A20,A24,A30,A34,868,968,94C,948,908,90C,930,940,93C,938,934,918,910,92C,928,924,920,91C,914,944,9D0,9D4,9D8,9DC,9E0,9E4,9E8,98C,988,9BC,9F8,9FC,A00,A04,9C0,9EC,9F0,9F4,A08,A0C,A14,A18,A10,A1C,A28,9C4,9C8,9CC,960,900,904,8FC,8F8,8F4,8F0
Mux mode 0,,,,,,GND,gpmc d6,gpmc d7,gpmc d2,gpmc d3,gpmc adv/ale,gpmc oe/re,gpmc be0/cle,gpmc we,gpmc d13,gpmc d12,gpmc d9,gpmc d10,gpmc d15,gpmc d14,gpmc d11,gpmc clk,gpmc d8,gpmc cs 2,gpmc cs 1,gpmc d5,gpmc d4,gpmc d1,gpmc d0,gpmc cs 0,lcd vsync,lcd pclk,lcd hsync,lcd oe/acb,lcd d14,lcd d15,lcd d13,lcd d11,lcd d12,lcd d10,lcd d8,lcd d9,lcd d6,lcd d7,lcd d4,lcd d5,lcd d2,lcd d3,lcd d0,lcd d1,VOUT-3.3V,VIN,VOUT-5V,POWER,reset in/out,gpmc wait 0,gpmc be1,gpmc wp,gpmc a2,gpmc a0,gpmc cs 3,gpmc a3,spi 0 cs 0,spi 0 data 1,uart 1 rts,uart 1 cts,spi 0 data 0,spi 0 clk,gpmc a1,uart 1 txd,asp 0 tx hclk,uart 1 rxd,asp 0 rx fs,asp 0 rx hclk,asp 0 tx fs,asp 0 data 0,asp 0 tx clk,vrefn,ain4,vrefp,ain6,ain5,ain2,ain3,ain0,ain1,asp 0 data 1,dma event 1,eCAP 0,asp 0 rx clk,gpmc a5,gpmc a6,gpmc a7,gpmc a8,uart 0 rxd,uart 0 txd,gpmc a4,ain7,eeprom wp,VIN-USB,VIN-BAT,BAT-TEMP,gpmc a11,usb 1 id,dma event 0,gpmc a9,uart 0 rts,usb 1 d−,usb 1 d+,usb 1 vbus in,usb 1 vbus out en,gpmc a10,uart 0 cts,mdio clk,mdio data,mii 0 col,mii 0 crs,mii 0 rxclk,mii 0 rxd0,mii 0 rxd1,mii 0 rxd2,mii 0 rxd3,mii 0 rxdv,mii 0 rxer,mii 0 txclk,mii 0 txd0,mii 0 txd1,mii 0 txd2,mii 0 txd3,mii 0 txen,rmii 0 refclk,jtag tms,jtag tdi,jtag tdo,jtag tck,jtag trst,emu 0,emu 1,i²c 0 scl,i²c 0 sda,por,rtc por,power en,wakeup,rtc ldo en,mpu irq,osc 1 (rtc) in,osc 1 (rtc) out,rtc gnd,usb 0 d−,usb 0 d+,usb 0 id,usb 0 vbus in,usb 0 charge en,usb 0 vbus out en,usb 1 charge en,osc 0 in,osc 0 out,osc 0 gnd,spi 0 cs 1,mmc 0 clk,mmc 0 cmd,mmc 0 d0,mmc 0 d1,mmc 0 d2,mmc 0 d3
Mux mode 1,,,,,,,mmc 1 d6,mmc 1 d7,mmc 1 d2,mmc 1 d3,-,-,-,-,lcd d18,lcd d19,lcd d22,lcd d21,lcd d16,lcd d17,lcd d20,lcd mclk,lcd d23,gpmc be1,gpmc clk,mmc 1 d5,mmc 1 d4,mmc 1 d1,mmc 1 d0,-,gpmc a8,gpmc a10,gpmc a9,gpmc a11,gpmc a18,gpmc a19,gpmc a17,gpmc a15,gpmc a16,gpmc a14,gpmc a12,gpmc a13,gpmc a6,gpmc a7,gpmc a4,gpmc a5,gpmc a2,gpmc a3,gpmc a0,gpmc a1,,,,,-,mii 1 crs,mii 1 col,mii 1 rxer,mii 1 txd3,mii 1 txen,gpmc a3,mii 1 txd2,mmc 2 wp,mmc 1 wp,timer 5,timer 6,uart 2 txd,uart 2 rxd,mii 1 rxdv,mmc 2 wp,qep 0 strobe,mmc 1 wp,qep 0 in B,pwm sync in,pwm 0 out B,pwm 0 tripzone,pwm 0 out A,,,,,,,,,,qep 0 index,-,uart 3 txd,qep 0 in A,mii 1 txd0,mii 1 txclk,mii 1 rxclk,mii 1 rxd3,spi 1 cs 0,spi 1 cs 1,mii 1 txd1,,,,,,mii 1 rxd0,-,-,mii 1 rxd2,uart 4 txd,-,-,-,-,mii 1 rxd1,uart 4 rxd,timer 5,timer 6,rmii 1 refclk,rmii 0 crs/rxdv,uart 2 txd,rmii 0 rxd0,rmii 0 rxd1,uart 3 txd,uart 3 rxd,lcd mclk,rmii 0 rxer,uart 2 rxd,rmii 0 txd0,rmii 0 txd1,can 0 rx,can 0 tx,rmii 0 txen,dma event 2,-,-,-,-,-,-,-,timer 7,timer 4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,uart 3 rxd,gpmc a24,gpmc a25,gpmc a23,gpmc a22,gpmc a21,gpmc a20
